ticker,name,date_added,date_removed,is_current
KATE,,1996-01-02,2008-12-02,False
KBH,,1996-01-02,2009-12-21,False
KDP,Keurig Dr Pepper,2008-10-07,2018-07-02,False
KDP,Keurig Dr Pepper,2022-06-21,,True
KEY,KeyCorp,1994-03-01,,True
KEYS,Keysight Technologies,2018-11-06,,True
KG,,2000-10-03,2010-12-20,False
KHC,Kraft Heinz,2015-07-06,,True
KIM,Kimco Realty,2006-04-04,,True
KKR,KKR & Co.,2024-06-24,,True
KLAC,KLA Corporation,1997-09-30,,True
KM,,1996-01-02,2002-01-17,False
KMB,Kimberly-Clark,1957-03-04,,True
KMG,,1996-01-02,2006-08-11,False
KMI,Kinder Morgan,2000-12-12,2007-05-31,False
KMI,Kinder Morgan,2012-05-25,,True
KMX,,2010-06-28,2025-10-31,False
KO,Coca-Cola Company (The),1957-03-04,,True
KORS,,2013-11-13,2018-09-19,False
KR,Kroger,1957-03-04,,True
KRB,,1996-01-02,2006-01-03,False
KRFT,,2012-10-02,2015-07-06,False
KRI,,1996-01-02,2006-06-28,False
KSE,,2000-08-21,2007-08-27,False
KSS,,1998-08-14,2020-09-21,False
KSU,,1999-04-05,2000-07-13,False
KSU,,2013-05-24,2021-12-14,False
KVUE,Kenvue,2023-08-25,,True
KWP,,1996-01-02,1999-11-16,False
L,Loews Corporation,1995-05-31,,True
LB,,1996-01-02,2021-08-03,False
LDG,,1996-01-02,2001-07-02,False
LDOS,Leidos,2009-12-21,2013-09-23,False
LDOS,Leidos,2019-08-09,,True
LDW-B,,1996-01-02,1999-12-08,False
LEG,,1999-10-18,2021-12-20,False
LEHMQ,,1998-01-12,2008-09-17,False
LEN,Lennar,2005-10-04,,True
LH,Labcorp,2004-11-01,,True
LHX,L3Harris,2019-06-01,,True
LIFE,,2008-11-24,2014-01-24,False
LII,Lennox International,2024-12-23,,True
LIN,Linde plc,2018-11-06,,True
LITE,Lumentum,2026-03-23,,True
LKQ,,2016-05-23,2025-12-22,False
LLL,,2004-12-01,2019-07-01,False
LLTC,,2000-04-03,2017-03-13,False
LLX,,1996-01-02,1997-10-23,False
LLY,Lilly (Eli),1970-12-31,,True
LM,,2006-04-24,2016-12-02,False
LMT,Lockheed Martin,1957-03-04,,True
LNC,,1996-01-02,2023-09-18,False
LNT,Alliant Energy,2016-07-01,,True
LO,,2008-06-11,2015-06-12,False
LOR,,1996-01-02,1996-04-23,False
LOW,Lowe's,1984-02-29,,True
LPX,,1996-01-02,2006-11-10,False
LRCX,Lam Research,2012-06-29,,True
LSI,,1996-01-02,2014-05-07,False
LU,,1996-10-01,2006-12-01,False
LUB,,1996-01-02,1997-01-02,False
LULU,Lululemon Athletica,2023-10-18,,True
LUMN,,2020-09-18,2023-03-20,False
LUV,Southwest Airlines,1994-07-01,,True
LVLT,,2014-11-05,2017-10-13,False
LVS,Las Vegas Sands,2019-10-03,,True
LW,,2018-12-03,2026-03-23,False
LXK,,1999-08-13,2012-10-01,False
LYB,LyondellBasell,2012-09-05,,True
LYV,Live Nation Entertainment,2019-12-23,,True
M,,1996-01-02,2020-04-06,False
MA,Mastercard,2008-07-18,,True
MAA,Mid-America Apartment Communities,2016-12-02,,True
MAC,,2013-05-09,2019-12-23,False
MAR,Marriott International,1998-05-29,,True
MAS,Masco,1981-06-30,,True
MAT,,1996-01-02,2019-06-07,False
MAY,,1996-01-02,2005-08-29,False
MBI,,1996-12-03,2009-12-21,False
MCD,McDonald's,1970-06-30,,True
MCHP,Microchip Technology,2007-09-07,,True
MCIC,,1996-01-02,1998-09-15,False
MCK,McKesson Corporation,1999-01-13,,True
MCO,Moody's Corporation,1998-07-01,,True
MD,,1996-01-02,1997-08-01,False
MDLZ,Mondelez International,2012-10-02,,True
MDP,,1996-01-02,2011-01-04,False
MDR,,1996-01-02,2003-08-20,False
MDT,Medtronic,1986-10-31,,True
MEA,,1996-01-02,2002-01-30,False
MEDI,,2000-06-16,2007-06-01,False
MEE,,1996-01-02,2000-12-22,False
MEE,,2008-06-23,2011-06-02,False
MEL,,1996-01-02,2007-07-02,False
MER,,1996-01-02,2009-01-02,False
MERQ,,2000-06-29,2006-01-04,False
MET,MetLife,2000-12-11,,True
META,Meta Platforms,2022-06-09,,True
MFE,,2008-12-23,2011-03-01,False
MGM,MGM Resorts,2017-07-26,,True
MHK,,2013-12-23,2025-12-22,False
MHS,,2003-08-20,2012-04-02,False
MI,,2002-02-11,2011-07-06,False
MII,,1996-01-02,1999-06-22,False
MIL,,1996-01-02,2010-07-15,False
MIR,,1997-08-07,2000-06-01,False
MIR,,2001-04-03,2003-07-17,False
MJN,,2009-12-21,2017-06-15,False
MKC,McCormick & Company,2003-03-21,,True
MKG,,1996-01-02,2000-10-18,False
MKTX,,2019-07-01,2025-09-22,False
MLM,Martin Marietta Materials,2014-07-02,,True
MMC,,1996-01-02,2026-01-14,False
MMI,,2011-01-04,2012-05-22,False
MMM,3M,1957-03-04,,True
MNK,,2014-08-19,2017-07-26,False
MNR,,1996-01-02,1998-09-28,False
MNST,Monster Beverage,2012-06-29,,True
MO,Altria,1957-03-04,,True
MOB,,1996-01-02,1999-12-01,False
MOH,,2022-03-02,2026-03-23,False
MOLX,,1999-12-01,2013-12-09,False
MON,,2002-08-14,2018-06-07,False
MOS,Mosaic Company (The),2011-09-26,,True
MPC,Marathon Petroleum,2011-07-01,,True
MPWR,Monolithic Power Systems,2021-02-12,,True
MRK,Merck & Co.,1957-03-04,,True
MRNA,Moderna,2021-07-21,,True
MRO,,1996-01-02,2024-11-26,False
MRSH,Marsh McLennan,2026-01-14,,True
MRVL,Marvell Technology,2026-06-22,,True
MS,Morgan Stanley,1993-07-29,,True
MSCI,MSCI Inc.,2018-04-04,,True
MSFT,Microsoft,1994-06-01,,True
MSI,Motorola Solutions,1957-03-04,,True
MST,,1996-01-02,1998-08-14,False
MTB,M&T Bank,2004-02-27,,True
MTCH,,2021-09-20,2026-03-23,False
MTD,Mettler Toledo,2016-09-06,,True
MTG,,1996-07-19,2008-10-31,False
MTL,,1998-02-23,1999-09-20,False
MTLQQ,,1996-01-02,2009-06-03,False
MTW,,2007-11-16,2009-09-01,False
MU,Micron Technology,1994-09-27,,True
MUR,,2005-08-15,2017-07-26,False
MWI,,1996-01-02,1999-05-28,False
MWV,,1996-01-02,2015-07-02,False
MWW,,2001-06-04,2011-12-19,False
MXIM,,2000-05-10,2007-09-27,False
MXIM,,2018-12-03,2021-08-30,False
MYG,,1996-01-02,2006-04-03,False
MYL,,2004-04-23,2020-11-17,False
MZIAQ,,1996-01-02,2000-06-29,False
NAE,,1996-01-02,1997-08-07,False
NAV,,1996-01-02,2006-12-20,False
NAVI,,2014-05-01,2018-06-05,False
NBL,,2007-10-08,2020-10-12,False
NBR,,2000-10-18,2015-03-23,False
NC,,1996-01-02,2000-06-05,False
NCC,,1996-01-02,2009-01-02,False
NCE,,1998-11-03,2000-08-21,False
NCLH,Norwegian Cruise Line Holdings,2017-10-13,,True
NCR,,2000-01-04,2007-10-01,False
NDAQ,"Nasdaq, Inc.",2008-10-22,,True
NDSN,Nordson Corporation,2022-02-15,,True
NE,,2001-01-16,2009-03-27,False
NE,,2011-01-18,2015-07-20,False
NEE,NextEra Energy,1976-06-30,,True
NEM,Newmont,1969-06-30,,True
NFB,,2002-07-17,2006-12-01,False
NFLX,Netflix,2010-12-20,,True
NFX,,2010-12-20,2019-02-15,False
NGH,,1998-09-16,2000-12-12,False
NI,NiSource,2000-11-02,,True
NKE,"Nike, Inc.",1988-11-30,,True
NKTR,,2018-03-19,2019-10-03,False
NLC,,1996-01-02,1999-08-02,False
NLOK,,2019-11-05,2022-11-08,False
NLSN,,2013-07-09,2022-10-12,False
NLV,,1996-04-01,2000-01-06,False
NMK,,1996-01-02,2002-02-01,False
NOC,Northrop Grumman,1957-03-04,,True
NOV,,2005-03-14,2021-09-20,False
NOVL,,1996-01-02,2011-04-28,False
NOW,ServiceNow,2019-11-21,,True
NRG,NRG Energy,2010-01-29,,True
NRTLQ,,1996-01-02,2002-07-22,False
NSC,Norfolk Southern,1957-03-04,,True
NSI,,1996-01-02,2001-12-03,False
NSM,,1996-01-02,2011-09-26,False
NTAP,NetApp,1999-06-25,,True
NTRS,Northern Trust,1998-01-30,,True
NUE,Nucor,1985-04-30,,True
NVDA,Nvidia,2001-11-30,,True
NVLS,,2000-06-19,2012-06-05,False
NVR,"NVR, Inc.",2019-09-26,,True
NWL,,1996-01-02,2023-09-18,False
NWS,News Corp (Class B),2015-09-21,,True
NWSA,News Corp (Class A),2013-08-01,,True
NXPI,NXP Semiconductors,2021-03-22,,True
NXTL,,1998-04-01,2005-08-15,False
NYN,,1996-01-02,1997-08-15,False
NYT,,1996-01-02,2010-12-20,False
NYX,,2007-10-25,2013-11-13,False
O,Realty Income,2015-04-07,,True
OAT,,1996-01-02,2001-08-03,False
ODFL,Old Dominion,2019-12-09,,True
ODP,,1999-06-24,2010-12-20,False
OGN,,2021-06-04,2023-10-18,False
OI,,1997-08-04,2000-12-11,False
OI,,2009-01-02,2016-12-02,False
OK,,1999-12-02,2001-04-02,False
OKE,Oneok,1996-01-02,2001-08-30,False
OKE,Oneok,2010-03-15,,True
OM,,1996-01-02,1996-10-01,False
OMC,Omnicom Group,1997-12-31,,True
OMX,,1996-01-02,2008-06-23,False
ON,ON Semiconductor,2022-06-21,,True
ONE,,1996-01-02,2004-07-01,False
ORCL,Oracle Corporation,1989-08-31,,True
ORLY,O’Reilly Automotive,2009-03-27,,True
ORX,,1996-01-02,1999-03-01,False
OTIS,Otis Worldwide,2020-04-03,,True
OWENQ,,1996-01-02,2000-10-02,False
OXY,Occidental Petroleum,1957-03-04,,True
PAC,,1996-01-02,1997-04-01,False
PALM,,2000-07-28,2002-08-14,False
PANW,Palo Alto Networks,2023-06-20,,True
PARA,,2022-02-17,2025-08-08,False
PAS,,1996-01-02,1998-01-30,False
PAYC,,2020-01-28,2026-03-23,False
PAYX,Paychex,1998-10-01,,True
PBCT,,2008-11-13,2022-04-04,False
PBG,,2001-05-14,2010-03-01,False
PBI,,1996-01-02,2017-03-01,False
PBY,,1996-01-02,2000-04-03,False
PCAR,Paccar,1980-12-31,,True
PCG,PG&E Corporation,1996-01-02,2019-01-18,False
PCG,PG&E Corporation,2022-10-03,,True
PCH,,1996-01-02,2001-07-09,False
PCL,,2002-01-17,2016-02-22,False
PCP,,2007-06-01,2016-02-01,False
PCS,,1998-11-24,2004-04-23,False
PD,,1996-01-02,2007-03-20,False
PDCO,,2005-10-11,2018-03-19,False
PDG,,1996-01-02,2002-07-22,False
PEAK,,2019-11-05,2024-03-04,False
PEG,Public Service Enterprise Group,1957-03-04,,True
PEL,,1996-01-02,1997-06-19,False
PENN,,2021-03-22,2022-09-19,False
PEP,PepsiCo,1957-03-04,,True
PET,,1996-01-02,1998-06-29,False
PETM,,2012-10-05,2015-03-12,False
PFE,Pfizer,1957-03-04,,True
PFG,Principal Financial Group,2002-07-22,,True
PG,Procter & Gamble,1957-03-04,,True
PGL,,1996-01-02,2007-02-22,False
PGN,,1996-01-02,2012-07-02,False
PGR,Progressive Corporation,1997-08-04,,True
PH,Parker Hannifin,1985-11-30,,True
PHA,,1996-01-02,2003-04-16,False
PHB,,1996-01-02,1999-10-04,False
PHM,PulteGroup,1984-04-30,,True
PKG,Packaging Corporation of America,2017-07-26,,True
PKI,,1996-01-02,2023-05-16,False
PLD,Prologis,2003-07-17,,True
PLL,,1996-01-02,2015-08-31,False
PLTR,Palantir Technologies,2024-09-23,,True
PM,Philip Morris International,2008-03-31,,True
PMCS,,2001-08-03,2007-07-02,False
PMI,,1996-01-02,1996-05-31,False
PNC,PNC Financial Services,1988-04-30,,True
PNR,Pentair,2012-10-01,,True
PNU,,1996-01-02,2000-04-03,False
PNW,Pinnacle West Capital,1999-10-04,,True
PODD,Insulet Corporation,2023-03-15,,True
POM,,2007-11-09,2016-03-24,False
POOL,,2020-10-07,2026-06-22,False
PPG,PPG Industries,1957-03-04,,True
PPL,PPL Corporation,2001-10-01,,True
PPW,,1996-01-02,1999-11-30,False
PRD,,1996-01-02,2000-12-12,False
PRGO,,2011-12-19,2021-09-20,False
PRU,Prudential Financial,2002-07-22,,True
PSA,Public Storage,2005-08-19,,True
PSFT,,1998-10-02,2004-12-29,False
PSKY,Paramount Skydance Corporation,2025-08-08,,True
PSX,Phillips 66,2012-05-01,,True
PTC,PTC Inc.,1997-04-03,2007-01-03,False
PTC,PTC Inc.,2021-04-20,,True
PTV,,1999-11-05,2010-11-17,False
PVH,,2013-02-14,2022-09-19,False
PVN,,1996-01-02,2005-10-03,False
PVT,,1998-08-31,1999-07-01,False
PWER,,2000-10-23,2005-03-14,False
PWJ,,1999-06-04,2000-11-06,False
PWR,Quanta Services,2009-07-01,,True
PX,,1996-01-02,2018-10-31,False
PXD,,2008-09-24,2024-05-08,False
PYPL,PayPal,2015-07-20,,True
PZE,,1996-01-02,1998-12-31,False
Q,Qnity Electronics,2000-07-06,2011-04-01,False
Q,Qnity Electronics,2025-11-03,,True
QCOM,Qualcomm,1999-07-22,,True
QEP,,2010-07-01,2015-07-01,False
QLGC,,2000-12-12,2011-01-18,False
QRVO,,2015-06-12,2024-12-23,False
QTRN,,1999-11-16,2003-09-26,False
R,,1996-01-02,2017-06-19,False
RAD,,1996-01-02,2000-07-27,False
RAI,,2002-09-04,2017-07-25,False
RAL,,1996-01-02,2001-12-13,False
RATL,,2002-02-01,2003-02-21,False
RBD,,1996-01-02,1999-03-25,False
RBK,,1996-01-02,2006-02-01,False
RCL,Royal Caribbean Group,2014-12-05,,True
RDC,,1996-01-02,2014-08-19,False
RDS-A,,1996-01-02,2002-07-22,False
RE,,2017-06-19,2023-07-10,False
REG,Regency Centers,2017-03-02,,True
REGN,Regeneron Pharmaceuticals,2013-05-01,,True
RF,Regions Financial Corporation,1998-08-28,,True
RHI,,2000-12-05,2024-06-24,False
RHT,,2009-07-27,2019-07-15,False
RIG,,1999-12-31,2008-12-19,False
RIG,,2013-10-29,2017-07-26,False
RJF,Raymond James Financial,2017-03-20,,True
RL,Ralph Lauren Corporation,2007-02-02,,True
RLM,,1996-01-02,2000-05-04,False
RMD,ResMed,2017-07-26,,True
RML,,1996-01-02,2000-12-12,False
RNB,,1996-01-02,2000-01-03,False
ROH,,1996-01-02,2009-04-02,False
ROK,Rockwell Automation,2000-03-12,,True
ROL,"Rollins, Inc.",2018-10-01,,True
ROP,Roper Technologies,2009-12-23,,True
ROST,Ross Stores,2009-12-21,,True
RRC,,2007-12-21,2018-06-18,False
RRD,,1996-01-02,2012-12-12,False
RSG,Republic Services,2008-12-05,,True
RSHCQ,,1996-01-02,2011-07-01,False
RTN,,1996-01-02,2020-04-06,False
RTX,RTX Corporation,2020-04-03,,True
RVTY,Revvity,2023-05-16,,True
RX,,1996-11-04,2010-02-26,False
RYAN,,1996-01-02,1997-01-02,False
RYC,,1996-01-02,1999-08-13,False
RYI,,1996-01-02,1998-07-01,False
S,,1996-01-02,2013-07-09,False
SAF,,1996-01-02,2008-09-23,False
SAI,,1997-07-17,1999-01-04,False
SANM,,2000-06-21,2007-07-02,False
SAPE,,2000-05-05,2002-05-13,False
SATS,,2026-03-23,2026-06-24,False
SB,,1996-01-02,1997-11-28,False
SBAC,SBA Communications,2017-09-01,,True
SBL,,2000-12-11,2007-01-10,False
SBNY,,2021-12-20,2023-03-15,False
SBUX,Starbucks,2000-06-08,,True
SCG,,2009-01-02,2019-01-02,False
SCHW,Charles Schwab Corporation,1997-06-02,,True
SCI,,1996-01-02,2000-03-16,False
SDS,,2002-07-22,2005-08-12,False
SE,,2007-01-03,2017-02-27,False
SEBL,,2000-05-05,2006-02-01,False
SEDG,,2021-12-20,2023-12-18,False
SEE,,1998-04-01,2023-12-18,False
SEG,,1996-08-16,2000-11-22,False
SFA,,1996-01-02,2006-02-27,False
SFS,,1996-01-02,1997-07-28,False
SGID,,1996-01-02,2000-06-21,False
SGP,,1996-01-02,2009-11-04,False
SHLD,,2005-03-28,2012-09-05,False
SHN,,1996-01-02,1997-01-02,False
SHW,Sherwin-Williams,1964-06-30,,True
SIAL,,1996-01-02,2015-11-18,False
SIG,,2015-07-29,2018-03-19,False
SII,,2006-10-02,2010-08-27,False
SIVB,,2018-03-19,2023-03-15,False
SJM,J.M. Smucker Company (The),2008-11-06,,True
SK,,1996-01-02,1998-04-01,False
SLB,Schlumberger,1957-03-04,,True
SLG,,2015-03-23,2021-03-22,False
SLM,,1998-07-01,2014-05-01,False
SLR,,1998-12-31,2007-10-02,False
SMCI,Supermicro,2024-03-18,,True
SMI,,1996-01-02,2000-12-12,False
SMS,,1996-01-02,2000-06-08,False
SNA,Snap-on,1982-09-30,,True
SNDK,Sandisk,2006-04-20,2016-05-12,False
SNDK,Sandisk,2025-11-28,,True
SNI,,2008-07-01,2018-03-07,False
SNPS,Synopsys,2017-03-16,,True
SNT,,1996-01-02,1999-10-26,False
SNV,,1997-12-01,2008-01-02,False
SO,Southern Company,1957-03-04,,True
SOLS,,2025-10-30,2025-12-22,False
SOLV,Solventum,2024-04-01,,True
SOTR,,1999-03-01,2004-11-01,False
SOV,,2004-07-01,2009-01-30,False
SPG,Simon Property Group,2002-06-26,,True
SPGI,S&P Global,1957-03-04,,True
SPLS,,1998-10-07,2017-09-13,False
SRCL,,2008-11-19,2018-12-03,False
SRE,Sempra,2017-03-17,,True
SRR,,1996-01-02,1997-10-07,False
SSP,,2005-12-20,2008-07-01,False
STE,Steris,2019-12-23,,True
STI,,1996-01-02,2019-12-09,False
STJ,,1996-01-02,2017-01-05,False
STLD,Steel Dynamics,2022-12-22,,True
STO,,1996-01-02,1998-11-18,False
STR,,2006-12-01,2010-07-01,False
STT,State Street Corporation,2003-03-14,,True
STX,Seagate Technology,2012-07-02,,True
STZ,Constellation Brands,2005-07-05,,True
SUB,,1998-01-28,2001-03-01,False
SUN,,1996-01-02,2012-10-05,False
SUNEQ,,2007-05-31,2011-12-19,False
SVU,,1996-01-02,2012-05-01,False
SW,Smurfit Westrock,2024-07-08,,True
SWK,Stanley Black & Decker,1982-09-30,,True
SWKS,Skyworks Solutions,2015-03-12,,True
SWN,,2008-06-06,2017-04-04,False
SWY,,1998-11-13,2015-01-27,False
SXCL,,1999-10-01,2001-05-14,False
SYF,Synchrony Financial,2015-11-18,,True
SYK,Stryker Corporation,2000-12-12,,True
SYMC,,2003-03-31,2019-11-05,False
SYY,Sysco,1986-12-31,,True
T,AT&T,1983-11-30,,True
TA,,1996-01-02,1999-07-22,False
TAP,Molson Coors Beverage Company,1976-06-30,,True
TCOMA,,1996-01-02,1999-03-10,False
TDC,,2007-10-01,2017-06-19,False
TDG,TransDigm Group,2016-06-03,,True
TDM,,1996-01-02,1997-09-02,False
TDY,Teledyne Technologies,2020-06-22,,True
TE,,2001-10-10,2016-07-01,False
TECH,Bio-Techne,2021-08-30,,True
TEG,,2007-02-22,2015-06-30,False
TEK,,1996-01-02,2007-11-16,False
TEL,TE Connectivity,2007-07-02,2009-06-26,False
TEL,TE Connectivity,2011-10-17,,True
TEN,,1996-01-02,1999-11-05,False
TER,Teradyne,1999-11-15,2013-12-23,False
TER,Teradyne,2020-09-21,,True
TEX,,2006-12-20,2008-11-06,False
TFC,Truist Financial,2019-12-09,,True
TFX,,2019-01-18,2025-03-24,False
TGNA,,1996-01-02,2017-06-02,False
TGT,Target Corporation,1976-12-31,,True
THC,,1996-01-02,2016-04-18,False
THY,,1996-01-02,1996-10-16,False
TIE,,2007-10-29,2012-12-24,False
TIF,,2000-06-21,2021-01-07,False
TIN,,1996-01-02,2007-12-31,False
TJX,TJX Companies,1985-09-30,,True
TKO,TKO Group Holdings,2025-03-24,,True
TKR,,1996-01-02,2001-08-07,False
TLAB,,1996-01-02,2011-12-21,False
TMC,,1996-01-02,2000-06-13,False
TMC-A,,1996-01-02,2000-06-13,False
TMK,,1996-01-02,2019-08-08,False
TMO,Thermo Fisher Scientific,2004-08-03,,True
TMUS,T-Mobile US,2009-06-30,2013-05-01,False
TMUS,T-Mobile US,2019-07-15,,True
TNB,,1996-01-02,2004-08-03,False
TOS,,1999-09-20,2001-09-17,False
TOY,,1996-01-02,2005-07-22,False
TPL,Texas Pacific Land Corporation,2024-11-26,,True
TPR,"Tapestry, Inc.",2004-09-01,,True
TRB,,1996-01-02,2007-12-21,False
TRGP,Targa Resources,2022-10-12,,True
TRIP,,2011-12-21,2019-12-23,False
TRMB,Trimble Inc.,2021-01-21,,True
TROW,T. Rowe Price,2019-07-29,,True
TRV,Travelers Companies (The),2002-08-21,,True
TRW,,1996-01-02,2002-12-12,False
TSCO,Tractor Supply,2014-01-24,,True
TSG,,2000-03-16,2007-04-02,False
TSLA,"Tesla, Inc.",2020-12-21,,True
TSN,Tyson Foods,2005-08-11,,True
TSS,,2008-01-02,2019-09-23,False
TT,Trane Technologies,2002-05-13,2008-06-06,False
TT,Trane Technologies,2020-03-03,,True
TTD,Trade Desk (The),2025-07-18,,True
TTWO,Take-Two Interactive,2018-03-19,,True
TUP,,1996-05-31,2004-03-25,False
TWC,,2009-03-30,2016-05-18,False
TWTR,,2018-06-07,2022-11-01,False
TWX,,1996-01-02,2018-06-15,False
TX,,1996-01-02,2001-10-10,False
TXN,Texas Instruments,2001-03-12,,True
TXT,Textron,1978-12-31,,True
TXU,,1996-01-02,2007-10-10,False
TYL,Tyler Technologies,2020-06-22,,True
UA,,2016-04-08,2022-06-21,False
UAA,,2014-05-01,2022-06-21,False
UAL,United Airlines Holdings,2015-09-03,,True
UAWGQ,,1996-01-02,2002-05-15,False
UBER,Uber,2023-12-18,,True
UCC,,1996-01-02,1999-05-03,False
UCL,,1996-01-02,2005-08-11,False
UCM,,1996-01-02,2000-10-23,False
UDR,"UDR, Inc.",2016-03-07,,True
UHS,Universal Health Services,2014-09-22,,True
UIS,,1996-01-02,2008-11-11,False
UK,,1996-01-02,2001-02-07,False
ULTA,Ulta Beauty,2016-04-18,,True
UMG,,1996-01-02,2000-06-15,False
UN,,1996-01-02,2002-07-22,False
UNH,UnitedHealth Group,1994-07-01,,True
UNM,,1996-01-02,2021-09-20,False
UNP,Union Pacific Corporation,1957-03-04,,True
UPC,,1998-10-01,2004-07-01,False
UPR,,1996-10-16,2000-07-17,False
UPS,United Parcel Service,2002-07-22,,True
URBN,,2010-02-08,2017-03-20,False
URI,United Rentals,2014-09-22,,True
USB,U.S. Bancorp,1999-11-01,,True
USBC,,1996-01-02,1997-08-04,False
USH,,1996-01-02,1997-06-18,False
USHC,,1996-01-02,1996-07-19,False
USS,,1996-01-02,1998-10-02,False
UST,,1996-01-02,2009-01-06,False
USW,,1996-01-02,2000-07-03,False
UTX,,1996-01-02,2020-04-03,False
UVN,,2001-02-07,2007-03-29,False
V,Visa Inc.,2009-12-21,,True
VAR,,2007-02-12,2021-04-20,False
VAT,,1996-01-02,1996-09-06,False
VEEV,Veeva Systems,2026-05-07,,True
VFC,,1996-01-02,2024-04-01,False
VIAB,,2006-01-03,2019-12-05,False
VIAC,,2019-12-05,2022-02-17,False
VIAV,,2000-07-27,2013-12-23,False
VICI,Vici Properties,2022-06-08,,True
VLO,Valero Energy,2004-04-29,,True
VLTO,Veralto,2023-10-02,,True
VMC,Vulcan Materials Company,1999-07-01,,True
VNO,,2005-08-12,2023-01-04,False
VNT,,2020-10-12,2021-03-22,False
VO,,1996-01-02,2000-12-11,False
VRSK,Verisk Analytics,2015-10-08,,True
VRSN,Verisign,2006-02-01,,True
VRT,Vertiv,2026-03-23,,True
VRTS,,2000-04-03,2005-07-05,False
VRTX,Vertex Pharmaceuticals,2013-09-23,,True
VST,Vistra Corp.,2024-05-08,,True
VSTNQ,,2000-06-29,2006-01-03,False
VTR,Ventas,2009-03-04,,True
VTRS,Viatris,2020-11-17,,True
VTSS,,2000-12-12,2002-08-21,False
VZ,Verizon,1983-11-30,,True
WAB,Wabtec,2019-02-27,,True
WAI,,1996-01-02,1998-08-11,False
WAMUQ,,1997-07-02,2008-09-30,False
WAT,Waters Corporation,2002-01-02,,True
WB,,1996-01-02,2009-01-02,False
WBA,,1996-01-02,2025-08-28,False
WBD,Warner Bros. Discovery,2022-04-11,,True
WCG,,2018-09-17,2020-01-28,False
WCOEQ,,1996-04-01,2002-05-15,False
WDAY,"Workday, Inc.",2024-12-23,,True
WDC,Western Digital,2009-07-01,,True
WEC,WEC Energy Group,2008-10-31,,True
WELL,Welltower,2009-01-30,,True
WEN,,1996-01-02,2008-09-30,False
WFC,Wells Fargo,1976-06-30,,True
WFM,,2006-01-03,2017-08-28,False
WFT,,2005-07-22,2009-02-26,False
WHR,,1996-01-02,2024-03-18,False
WIN,,2006-07-18,2015-04-07,False
WLA,,1996-01-02,2000-06-20,False
WLL,,1996-01-02,2002-02-11,False
WLP,,1999-06-09,2004-12-01,False
WLTW,,2016-01-05,2022-01-10,False
WM,Waste Management,1998-08-31,,True
WMB,Williams Companies,1975-03-31,,True
WMT,Walmart,1982-08-31,,True
WMX,,1996-01-02,1998-07-17,False
WNDXQ,,1996-01-02,2004-12-03,False
WOR,,1996-01-02,2004-12-20,False
WPX,,2012-01-03,2014-03-24,False
WRB,W. R. Berkley Corporation,2019-12-05,,True
WRK,,2015-07-02,2024-07-08,False
WSM,"Williams-Sonoma, Inc.",2025-03-24,,True
WST,West Pharmaceutical Services,2020-05-22,,True
WTW,Willis Towers Watson,2022-01-10,,True
WU,,2006-10-02,2021-12-20,False
WWY,,1996-01-02,2008-10-07,False
WY,Weyerhaeuser,1979-10-01,,True
WYE,,1996-01-02,2009-10-16,False
WYND,,2006-08-01,2018-05-31,False
WYNN,Wynn Resorts,2008-11-14,,True
X,,1996-01-02,2014-07-02,False
XEC,,2014-06-20,2020-03-03,False
XEL,Xcel Energy,1957-03-04,,True
XL,,2001-09-04,2018-09-12,False
XLNX,,1999-11-08,2022-02-15,False
XOM,ExxonMobil,1957-03-04,,True
XRAY,,2008-11-14,2024-04-02,False
XRX,,1996-01-02,2021-03-22,False
XTO,,2004-12-29,2010-06-28,False
XYL,Xylem Inc.,2011-11-01,,True
XYZ,"Block, Inc.",2025-07-23,,True
YNR,,2000-01-06,2000-10-03,False
YRCW,,1996-01-02,1996-11-04,False
YUM,Yum! Brands,1997-10-07,,True
ZBH,Zimmer Biomet,2001-08-07,,True
ZBRA,Zebra Technologies,2019-12-23,,True
ZION,,2001-06-25,2024-03-18,False
ZTS,Zoetis,2013-06-24,,True
